#KEY	SRR5045034_2	SRR5045035_2	SRR5045036_2	SRR5045037_2	SRR5045038_2	SRR5045039_2
Geneid	SRR5045034	SRR5045035	SRR5045036	SRR5045037	SRR5045038	SRR5045039
gene:SMU_47	3686	5409	2090	987	2183	3746
gene:SMU_470	1113	1483	789	527	533	492
gene:SMU_471	10064	12992	9981	7497	11219	13127
gene:SMU_472	16880	20420	13758	11017	9599	9151
gene:SMU_473	34018	42824	29456	21605	19331	26916
gene:SMU_474	5578	8442	5675	3952	4421	5627
gene:SMU_475	33446	55917	34026	18688	16739	14438
gene:SMU_478	47513	43152	38969	30354	40863	41718
gene:SMU_479	21701	15085	15133	11050	11141	12850
gene:SMU_48	13784	9748	14568	17983	10434	6953
gene:SMU_480	20170	16785	13915	10601	7881	9017
gene:SMU_481	6997	6029	4902	4704	3719	3664
gene:SMU_482	13098	13539	8125	6616	6123	9541
gene:SMU_483	25754	29000	16050	18607	18889	30075
gene:SMU_484	82015	89996	58301	68347	56646	73876
gene:SMU_485	1736	2476	1421	1028	816	1241
gene:SMU_486	2958	4758	2317	1700	1158	1604
gene:SMU_487	1977	2860	1458	1251	1091	1675
gene:SMU_488	7574	8823	6214	7126	6862	7532
gene:SMU_489	2103	2233	1582	1804	2398	2849
gene:SMU_49	11233	7359	9986	12295	6351	4186
gene:SMU_490	1379	2389	1187	1111	799	1201
gene:SMU_491	1669	2611	1678	1478	2724	3745
gene:SMU_493	8868	8311	11154	9668	7084	7171
gene:SMU_494	2751	1935	3654	3048	2125	1923
gene:SMU_495	7517	4789	8866	7873	6112	5805
gene:SMU_496	58017	26101	72313	67659	79989	43111
gene:SMU_497c	1030	1201	1018	998	935	545
gene:SMU_498	221	306	204	232	199	178
gene:SMU_499	5015	3526	2208	1860	2575	956
gene:SMU_50	3923	2978	4654	5168	3106	3043
gene:SMU_500	44699	24967	42688	85713	120404	173626
gene:SMU_501	12543	16522	10896	10885	16595	31183
gene:SMU_502	28358	32294	21477	24231	25762	53860
gene:SMU_503c	1167	3428	1244	1258	1121	1005
gene:SMU_504	1669	2307	1525	1130	1790	2378
gene:SMU_505	2233	2899	2162	1727	1625	2253
gene:SMU_506	1651	2347	1600	1203	944	1609
gene:SMU_507	1281	1797	918	907	547	570
gene:SMU_508	1253	2096	1133	1012	807	964
gene:SMU_509	1905	4131	2321	1556	1346	1522
gene:SMU_51	20380	16030	22785	21380	12333	13658
gene:SMU_510c	4973	15378	6372	3517	3453	5679
gene:SMU_512c	533	882	628	471	353	266
gene:SMU_513	1152	1315	914	779	639	395
gene:SMU_514	1826	2290	1482	1023	822	527
gene:SMU_515	1090	1481	870	887	492	500
gene:SMU_516	1441	2116	1451	1163	561	407
gene:SMU_517	1373	2086	1218	991	513	498
gene:SMU_518	4154	6242	4045	2746	1688	1804
gene:SMU_52	7442	6213	7299	7120	5206	4802
gene:SMU_520	6773	9513	5606	5605	7032	9714
gene:SMU_521	2817	4806	2468	1690	1873	1377
gene:SMU_522	6946	11760	6904	4856	2912	2573
gene:SMU_523	1978	3299	1939	968	726	871
gene:SMU_524	12102	14265	11885	5606	4819	2902
gene:SMU_525	9857	13825	9075	4317	2935	2719
gene:SMU_526c	4578	4731	3458	1928	1938	3144
gene:SMU_527	8727	9551	7505	6228	5235	7052
gene:SMU_528c	1370	1679	1473	1138	1226	1424
gene:SMU_529	1	1	0	0	0	4
gene:SMU_53	3346	3008	3390	2608	1728	2240
gene:SMU_530c	5184	9261	6000	4369	3201	2346
gene:SMU_531	229	392	256	177	164	85
gene:SMU_532	1143	1608	1264	916	526	634
gene:SMU_533	562	710	723	562	462	536
gene:SMU_534	2582	2525	2256	2195	1720	1662
gene:SMU_535	1517	1512	1360	1294	886	858
gene:SMU_536	847	820	751	694	489	449
gene:SMU_537	1664	1728	1377	2059	866	646
gene:SMU_538	1728	1724	1515	1886	1461	1382
gene:SMU_539c	341	432	254	243	157	174
gene:SMU_54	8266	7328	8739	8790	4528	4084
gene:SMU_540	503387	446067	483239	529092	740859	762247
gene:SMU_541	4190	3050	3089	2235	1528	1562
gene:SMU_542	27029	23032	19861	21140	12487	12774
gene:SMU_543	11956	11887	8089	8097	6034	7296
gene:SMU_545	235	228	170	190	116	142
gene:SMU_546	54426	60068	44966	41754	25961	16570
gene:SMU_547	5770	6733	4778	3213	2371	2339
gene:SMU_548	6071	8721	6101	4567	3015	2270
gene:SMU_549	5374	7590	5691	3846	2302	2360
gene:SMU_55	3151	2718	3547	3567	1647	1641
gene:SMU_550	6367	9620	6201	4402	4020	5515
gene:SMU_551	24258	33660	23242	20361	15016	14974
gene:SMU_552	37699	52056	38098	33791	22710	24658
gene:SMU_553	17977	27794	18035	12866	7791	9800
gene:SMU_554	23626	37615	23966	15416	8266	13612
gene:SMU_555	3288	5414	3495	1755	1221	2182
gene:SMU_556	21222	36892	20714	11661	8396	14069
gene:SMU_557	21980	40795	22258	17234	11730	15331
gene:SMU_558	33017	60568	29372	22362	15404	19534
gene:SMU_56	1123	983	1149	1392	751	667
gene:SMU_560c	7867	12359	7865	4351	4976	10924
gene:SMU_561c	6769	7060	6013	2555	1795	1560
gene:SMU_562	352595	193913	288477	171263	138690	99259
gene:SMU_563	1197	1714	1118	784	878	1089
gene:SMU_564	5641	7346	5125	5234	8658	7908
gene:SMU_565c	64	71	42	32	33	19
gene:SMU_566c	12	33	12	0	3	2
gene:SMU_567	14584	23132	13241	9100	8368	8649
gene:SMU_568	10396	16207	8636	8291	7105	7421
gene:SMU_569	1250	1570	1314	1694	1396	1817
gene:SMU_570	7872	8563	7563	10665	6271	7604
gene:SMU_571	565	607	558	781	700	730
gene:SMU_572	6579	8565	8623	6256	4330	4288
gene:SMU_573	4985	5541	6093	6035	3904	3314
gene:SMU_574c	15814	6035	58955	82060	65144	68981
gene:SMU_575c	6446	2655	20652	38492	32901	34127
gene:SMU_576	13888	7884	6851	10068	9298	13131
gene:SMU_577	26433	13093	11821	15537	15792	20260
gene:SMU_58	9241	8542	8521	6090	4783	5824
gene:SMU_580	9568	8480	8315	7576	6374	8745
gene:SMU_581	806	628	725	476	445	687
gene:SMU_582	5769	4865	5327	4582	3049	4086
gene:SMU_583	5762	4906	5013	3808	2532	3607
gene:SMU_584	3189	2950	2615	1923	1776	2322
gene:SMU_585	15096	14881	12598	12095	9403	12775
gene:SMU_586	11862	12181	10015	8101	6858	8795
gene:SMU_587	12422	12288	9331	8494	7071	10135
gene:SMU_588	8930	9570	6827	5231	4959	8563
gene:SMU_589	31020	42754	31169	20872	37399	45415
gene:SMU_59	20521	19729	21968	27498	15414	12010
gene:SMU_590c	782	1195	742	475	847	844
gene:SMU_591c	2201	3321	2278	772	696	878
gene:SMU_592c	1040	1383	915	260	460	344
gene:SMU_593	9983	9435	8680	4570	7573	8227
gene:SMU_594	1281	1045	1126	705	1713	1739
gene:SMU_595	9692	13968	10196	5564	4650	4258
gene:SMU_596	27183	39579	33024	16372	14773	17040
gene:SMU_597	32397	43858	26753	21563	19814	25950
gene:SMU_598	8449	10794	7871	9265	6833	7795
gene:SMU_599	18904	21782	16089	16460	14790	16375
gene:SMU_60	1822	1738	1544	2497	1236	698
gene:SMU_600c	3333	6606	3650	2592	1941	1940
gene:SMU_602	4073	13918	7184	5783	2267	1639
gene:SMU_603	8756	9753	8726	9186	8797	10316
gene:SMU_604	509	784	410	150	161	320
gene:SMU_605	1149	1463	879	415	480	727
gene:SMU_606	2984	3834	2662	1399	1182	2065
gene:SMU_607	3958	4796	3619	2885	2820	4480
gene:SMU_608	7200	9603	6196	4778	4385	4173
gene:SMU_609	56229	32947	103829	186119	173618	112400
gene:SMU_61	7746	11255	7665	4639	5108	3896
gene:SMU_610	313887	420395	349802	158938	100527	88924
gene:SMU_611	21108	46466	25651	12721	9533	4619
gene:SMU_613	1126	1877	1135	992	703	352
gene:SMU_614	489	838	423	356	182	117
gene:SMU_616	74786	112793	90529	68896	44344	70944
gene:SMU_618	72956	94930	77457	72352	64814	98630
gene:SMU_620	1759	2597	1528	1113	762	974
gene:SMU_621c	13686	18818	11589	8970	7457	8876
gene:SMU_622c	4104	5669	3053	2898	2306	2777
gene:SMU_623c	7731	11706	6377	5247	3825	4582
gene:SMU_624	6065	10361	4958	3666	2647	2422
gene:SMU_625	169	296	133	107	85	46
gene:SMU_626	220	398	193	144	74	85
gene:SMU_627	30282	43830	31716	13696	11989	17779
gene:SMU_628	3150	4677	2927	1472	2304	3458
gene:SMU_629	272977	226359	271235	179553	133925	137552
gene:SMU_630	16787	19198	19838	9041	5483	4560
gene:SMU_631	2510	2647	2299	2382	2280	2555
gene:SMU_632	6410	7377	4534	4909	5764	4692
gene:SMU_633	15587	17762	11882	10416	9082	10696
gene:SMU_634	9987	13699	9246	5356	3593	2382
gene:SMU_635	52964	39173	43266	39569	28643	27550
gene:SMU_636	21455	19450	16900	14004	12757	13116
gene:SMU_637c	2038	2280	1798	1324	733	672
gene:SMU_638	2779	3862	2565	1983	1191	1201
gene:SMU_639	1949	2854	1782	1061	729	976
gene:SMU_63c	15321	46230	24010	8233	5423	5560
gene:SMU_64	4756	6214	4776	3758	3487	3771
gene:SMU_640c	3440	5392	3107	1848	1246	1460
gene:SMU_641	1414	2725	1107	702	406	446
gene:SMU_642	375	679	296	165	133	140
gene:SMU_643	1405	2678	1167	747	762	898
gene:SMU_644	286	507	221	122	87	78
gene:SMU_645	5719	6693	6493	4260	3798	5013
gene:SMU_646	2190	2616	2340	1213	788	1106
gene:SMU_647	4342	6599	5049	2569	2077	1753
gene:SMU_648	75603	78275	51505	45460	67206	34543
gene:SMU_649	8975	11748	8394	4593	3580	2283
gene:SMU_65	2395	3020	2231	1768	1270	1358
gene:SMU_650	48400	76808	43036	26608	15697	15493
gene:SMU_651c	485	624	478	376	375	346
gene:SMU_652c	328	312	274	185	188	146
gene:SMU_653c	325	374	277	207	194	231
gene:SMU_654	181	242	117	85	88	72
gene:SMU_655	40	55	35	22	17	21
gene:SMU_656	153	172	102	77	35	42
gene:SMU_657	288	308	230	104	89	89
gene:SMU_658	534	666	557	209	207	166
gene:SMU_659	533	761	487	413	438	627
gene:SMU_66	6141	8235	5178	4648	5622	6217
gene:SMU_660	1244	1582	1146	1080	916	1205
gene:SMU_661	1925	1684	1453	1740	2211	2819
gene:SMU_662	3715	2421	3371	3807	3932	4834
gene:SMU_663	565	1256	365	281	208	252
gene:SMU_664	822	2180	670	336	211	189
gene:SMU_665	440	1255	549	224	83	93
gene:SMU_666	1584	4717	2372	724	437	394
gene:SMU_667	8032	24058	15155	4225	2341	2719
gene:SMU_668c	18309	36529	33442	10055	5015	3799
gene:SMU_669c	4743	7812	8263	2420	1994	920
gene:SMU_67	29268	35199	25944	24362	20621	23619
gene:SMU_670	3010	5917	5335	2971	1605	1191
gene:SMU_671	1410	3229	2065	955	558	574
gene:SMU_672	1814	4084	2161	1139	897	995
gene:SMU_673	2308	3200	2101	1581	1199	1492
gene:SMU_674	86255	56359	68153	90629	152867	212140
gene:SMU_675	265517	187480	233284	272355	237665	296055
gene:SMU_676	49706	68073	63442	41272	21783	14940
gene:SMU_677	364	593	510	240	242	220
gene:SMU_678	1020	1718	1489	874	534	651
gene:SMU_679	1349	2481	1645	976	652	702
gene:SMU_68	2665	2996	2109	2649	2196	3071
gene:SMU_680	653	1269	841	392	300	363
gene:SMU_681	528	1066	537	350	225	348
gene:SMU_682	3970	5684	4069	2485	5105	8417
gene:SMU_683	5900	7719	6456	5674	4626	6911
gene:SMU_684	1254	2130	1449	1084	858	1635
gene:SMU_685	1009	1607	955	593	840	1691
gene:SMU_687c	118	147	90	38	43	56
gene:SMU_688	554	1294	732	344	318	338
gene:SMU_689	15147	33797	20892	9927	7661	7860
gene:SMU_690	3106	7426	4059	1376	837	1405
gene:SMU_691	8498	9527	7523	14015	14430	19398
gene:SMU_692	4582	6717	4833	3644	4064	5107
gene:SMU_694c	2345	3343	2079	1851	2354	2405
gene:SMU_695	5934	7541	5372	5570	5156	6330
gene:SMU_696	7350	9032	7034	7057	4962	5576
gene:SMU_697	6862	25017	8950	4889	3482	2464
gene:SMU_698	4938	16287	5547	2176	1621	2170
gene:SMU_699	6720	21526	8083	5735	5467	7844
gene:SMU_70	9035	13962	9856	7462	6164	4811
gene:SMU_700c	6807	8411	4497	3008	2747	3304
gene:SMU_701c	2117	2829	1646	1452	1071	853
gene:SMU_702c	4136	5652	2951	1509	1390	1576
gene:SMU_703c	5947	8632	4775	2791	2436	2322
gene:SMU_704c	6473	6903	4638	2466	2297	2783
gene:SMU_706c	6350	7478	5393	4381	8628	9427
gene:SMU_707c	37240	38878	32772	19398	15579	14144
gene:SMU_709	3260	7343	3644	2844	2104	2657
gene:SMU_71	752	1080	775	680	332	226
gene:SMU_711	2310	4546	2159	1818	2120	3979
gene:SMU_712	43235	61547	42518	32325	32163	33068
gene:SMU_713	14365	23643	16560	9816	5637	4409
gene:SMU_714	275695	441066	313108	239250	186971	180363
gene:SMU_715	63292	79677	67035	66440	67384	89177
gene:SMU_716	10620	15567	10785	6328	4983	8298
gene:SMU_717	9964	14219	10190	5906	4505	6478
gene:SMU_718c	5257	7396	5709	3453	2817	3333
gene:SMU_719c	5615	7455	5728	3776	4355	7256
gene:SMU_72	396	499	375	619	320	185
gene:SMU_720	2643	5825	2734	1649	1400	1507
gene:SMU_721	1103	2254	986	601	551	852
gene:SMU_722	650	1212	475	296	279	489
gene:SMU_723	36692	46581	34465	27077	18091	17047
gene:SMU_724	2263	3104	2257	791	694	633
gene:SMU_725c	4843	5680	5521	2757	1921	1521
gene:SMU_727	509	811	396	214	165	169
gene:SMU_728	1485	2100	1299	875	1057	1214
gene:SMU_73	4168	3699	2888	6434	2402	1262
gene:SMU_730	101	279	149	96	59	113
gene:SMU_731	462	898	542	402	334	525
gene:SMU_732	582	1094	659	452	487	789
gene:SMU_734	382	783	381	390	385	487
gene:SMU_735	9280	8779	9426	9196	8216	7425
gene:SMU_737	2588	2975	2292	1916	1099	1439
gene:SMU_738	416	431	321	277	140	126
gene:SMU_739c	4063	4974	3074	2173	1407	836
gene:SMU_74	42101	32815	30974	38676	46174	43991
gene:SMU_741	3894	5291	3789	2372	2224	2308
gene:SMU_742	3944	4575	3599	2853	2673	3215
gene:SMU_743	5865	6412	5178	3719	3633	5076
gene:SMU_744	15932	15550	12898	10664	8398	9887
gene:SMU_745	5511	8636	4832	3151	2458	2716
gene:SMU_746c	25638	21981	19465	12360	9584	11140
gene:SMU_747c	27160	23418	20718	14870	11585	13772
gene:SMU_748	4436	4001	3760	1863	1701	2329
gene:SMU_75	26042	19476	18511	18293	16454	18288
gene:SMU_750c	53	69	31	11	11	41
gene:SMU_751	10819	19683	11052	7558	4934	4079
gene:SMU_752	1623	3234	1577	1148	977	1057
gene:SMU_753	5895	4238	5174	5999	5887	2932
gene:SMU_754	39073	41577	36831	33888	27687	31645
gene:SMU_755	17042	19788	14564	11895	8325	5761
gene:SMU_756	5319	5767	4296	3273	2223	2240
gene:SMU_757	9806	11494	7947	4885	4379	5952
gene:SMU_758c	6111	14491	5898	4966	11110	8383
gene:SMU_759	12233	19682	10295	6450	5735	6722
gene:SMU_76	11331	9881	9056	9132	7231	6134
gene:SMU_761	15005	24890	12937	9507	7326	8837
gene:SMU_764	110926	76700	105975	87101	71826	65493
gene:SMU_765	332950	197765	243827	208699	152252	136854
gene:SMU_766	75	86	82	31	26	45
gene:SMU_767	47	101	56	21	17	30
gene:SMU_768c	3870	5118	2870	1724	2032	3272
gene:SMU_769	3233	4692	3081	2351	2919	3085
gene:SMU_770c	13287	16777	10535	10964	9868	14850
gene:SMU_771c	602	845	481	229	514	603
gene:SMU_772	8477	10692	7105	7414	7279	5380
gene:SMU_773c	10633	19545	11989	7349	5582	5398
gene:SMU_774	6908	12098	6230	3501	3655	3131
gene:SMU_775c	21065	35130	21639	12064	11696	19090
gene:SMU_776	9773	13227	8984	5478	4445	6466
gene:SMU_777	7088	9382	6413	4190	3077	4114
gene:SMU_778	7229	9267	7044	6187	5105	5804
gene:SMU_779	10337	11953	9419	10083	6739	7338
gene:SMU_78	26745	19819	18115	30306	24317	13781
gene:SMU_780	14828	16676	13344	14715	12897	13929
gene:SMU_781	17476	20716	15240	13415	11470	15677
gene:SMU_782	7973	9928	6697	5902	6950	10065
gene:SMU_784	2312	3068	2131	2016	1440	1644
gene:SMU_785	917	1157	870	868	717	950
gene:SMU_786	1612	2248	1544	1240	926	1496
gene:SMU_787	6319	9609	5941	5087	3921	3378
gene:SMU_788	6342	9566	5710	4946	3348	2381
gene:SMU_789	7524	8201	7163	11299	10400	12778
gene:SMU_79	2440	2026	1525	1940	1686	1187
gene:SMU_790	213	95	128	70	49	104
gene:SMU_791c	249	124	101	39	50	77
gene:SMU_793	2302	2037	2246	2025	1309	2064
gene:SMU_794	2389	2066	2180	2036	1824	2709
gene:SMU_795	2008	1796	2076	1814	1293	1773
gene:SMU_796	5198	4696	5266	4758	3480	4731
gene:SMU_797	1093	978	1205	799	741	1137
gene:SMU_798c	865	940	880	757	661	978
gene:SMU_799c	2893	2475	2729	2477	2402	3426
gene:SMU_80	59026	17058	56375	65177	71379	44972
gene:SMU_800	1185	1421	1055	823	905	730
gene:SMU_801	11334	13563	9476	9588	8558	7610
gene:SMU_802	1200	1565	1045	947	880	650
gene:SMU_803c	7825	10535	6921	4810	3412	2954
gene:SMU_804	7756	8665	5325	2414	5966	12517
gene:SMU_805c	9376	20368	14660	6874	4614	5569
gene:SMU_806c	20060	41683	33742	12285	8028	7438
gene:SMU_807	1627	1892	1254	1636	1049	1245
gene:SMU_809	11843	8096	9599	13346	10669	11200
gene:SMU_81	28875	6257	24757	40292	38361	25286
gene:SMU_811	2183	1419	1535	1947	1712	2264
gene:SMU_812	393	247	251	115	141	298
gene:SMU_813	5629	3656	4240	4939	4408	4508
gene:SMU_814	4044	3276	3283	4179	3980	3953
gene:SMU_815	8091	7296	5810	5661	5082	6023
gene:SMU_816	6876	11190	6671	4497	3521	3708
gene:SMU_817	5220	8883	4781	3951	2865	4141
gene:SMU_818	17239	32738	18505	21377	21196	23686
gene:SMU_819	20775	30305	23917	14692	10226	4889
gene:SMU_82	254917	59881	175087	278916	252041	143558
gene:SMU_820	30035	68255	25068	16072	15017	11136
gene:SMU_821	33446	44820	25845	17327	15870	14459
gene:SMU_822	17180	25472	14218	9738	6657	6701
gene:SMU_823	6994	10904	5731	3143	1972	2337
gene:SMU_824	13324	22543	11223	8691	8139	9247
gene:SMU_825	11432	14460	10731	7800	5679	5534
gene:SMU_826	9129	11363	8935	5924	4340	5151
gene:SMU_827	7067	9532	6943	3614	2787	3451
gene:SMU_828	16292	22059	15848	10041	7885	9381
gene:SMU_829	14210	22753	15475	9213	7526	9891
gene:SMU_83	76901	31356	50379	64897	61821	46286
gene:SMU_830	18379	33462	19156	13270	10912	14816
gene:SMU_831	18838	35482	17828	9888	7819	14955
gene:SMU_832	3833	6195	3232	2324	1769	3107
gene:SMU_833	3527	4381	2226	3252	1470	2004
gene:SMU_834	4436	5926	3235	3895	2894	4247
gene:SMU_835	11129	13447	7594	6541	5597	10889
gene:SMU_836	489	760	393	484	199	197
gene:SMU_837	3472	3753	3428	4419	3245	2986
gene:SMU_838	36182	33200	39386	23077	17670	10479
gene:SMU_839	6776	6103	5013	2874	2049	1459
gene:SMU_84	8510	17551	7962	4895	3591	2432
gene:SMU_840c	21938	23971	17618	17966	30707	23123
gene:SMU_841	11032	12545	12075	7652	5474	3203
gene:SMU_842	7698	11035	9003	5358	2573	2128
gene:SMU_843	11644	10800	11050	19536	21194	20793
gene:SMU_844	4284	3055	3852	5727	4101	4150
gene:SMU_845	4217	2848	4054	5329	4412	4686
gene:SMU_846	0	0	0	0	0	0
gene:SMU_847c	3148	5538	3320	2507	2236	1726
gene:SMU_848	12855	22288	10827	8345	6203	6221
gene:SMU_849	23278	37005	20469	21331	14269	13926
gene:SMU_85	6300	12134	5465	4948	2797	1689
gene:SMU_850	1822	2949	1884	1727	1087	1065
gene:SMU_851	1025	1622	985	873	462	349
gene:SMU_852	2921	5000	3112	1662	1245	1156
gene:SMU_853	901	1509	994	500	321	343
gene:SMU_854	2510	4204	2740	1794	1053	1050
gene:SMU_855	2629	4955	2711	1673	1380	1878
gene:SMU_856	11278	15177	8936	7338	5553	3437
gene:SMU_857	28023	40544	23027	19075	13591	11567
gene:SMU_858	19513	29602	14357	9392	6230	5676
gene:SMU_859	27324	44920	21798	12005	7402	8271
gene:SMU_86	3524	6625	3084	2127	1080	834
gene:SMU_860	73399	135667	54626	40794	28127	27493
gene:SMU_862	19185	28327	15403	20522	13482	16773
gene:SMU_863	8119	12239	7097	8633	4171	6329
gene:SMU_864	14196	21055	12486	14273	7841	13832
gene:SMU_865	17012	25379	15326	17918	29920	31453
gene:SMU_866	14759	19535	10701	12895	28703	36534
gene:SMU_867	2136	2717	1770	2014	2403	2587
gene:SMU_868	3829	4378	2997	3249	3031	3343
gene:SMU_869	5315	7743	5742	4431	3112	2757
gene:SMU_87	4711	8203	3749	3272	1658	846
gene:SMU_870	7452	15953	8921	12098	7064	17616
gene:SMU_871	10775	18856	11795	12938	10386	16972
gene:SMU_872	35377	50749	38425	33238	25242	22957
gene:SMU_873	732	878	700	623	436	458
gene:SMU_874	1031	1271	990	860	570	737
gene:SMU_875c	323	456	289	510	1085	814
gene:SMU_876	3108	1892	2057	2321	2445	3812
gene:SMU_877	12790	7399	10373	11204	9295	12950
gene:SMU_878	7755	4473	7206	7369	5778	7004
gene:SMU_879	5455	2905	5441	5415	3910	4552
gene:SMU_880	6528	3803	7123	6751	4599	5011
gene:SMU_881	15013	7822	16561	15917	10549	11518
gene:SMU_882	13156	7040	14649	16099	9800	9548
gene:SMU_883	24363	14771	26083	24186	14313	14423
gene:SMU_885	7627	4259	6400	4705	4786	5439
gene:SMU_886	2588	2036	3333	2709	2576	3036
gene:SMU_887	7554	7298	8281	6974	5824	6629
gene:SMU_888	10211	15705	11597	6779	4940	5774
gene:SMU_889	23648	29878	20981	19409	19442	25006
gene:SMU_88c	7035	5966	4789	3793	3457	6449
gene:SMU_890	1680	2494	1445	996	1133	1424
gene:SMU_891	2582	5325	2556	1635	1346	1358
gene:SMU_892	2162	4520	2454	1458	723	833
gene:SMU_893	1424	3377	1688	756	425	692
gene:SMU_895	486	518	524	830	1338	1321
gene:SMU_896	656	679	625	1018	1624	1357
gene:SMU_897	9680	9438	8959	8963	11572	13853
gene:SMU_898	2594	2619	2272	3714	4923	3470
gene:SMU_899	6821	6713	5372	9450	7434	4748
gene:SMU_89c	3382	2381	2364	2618	3064	4399
gene:SMU_900	4823	4943	4029	6478	3695	2863
gene:SMU_901	4184	5445	3655	3086	1916	1543
gene:SMU_902	9438	13820	8513	6513	4617	4861
gene:SMU_905	4276	7740	4371	2433	1509	1587
gene:SMU_906	4988	9636	4200	2798	2131	2472
gene:SMU_909	2428	4524	2307	1347	1229	1644
gene:SMU_91	49789	79309	48420	32647	45939	34740
gene:SMU_910	36000	55093	45526	27756	19671	20235
gene:SMU_911c	5071	6748	6969	3014	2737	2732
gene:SMU_913	13337	22469	19058	13737	9008	7736
gene:SMU_914c	2300	4475	1183	708	591	632
gene:SMU_915c	2478	5416	1115	433	304	315
gene:SMU_916c	3658	7217	1360	685	510	408
gene:SMU_917c	2526	4430	818	391	381	241
gene:SMU_919c	2573	4517	1101	617	560	345
gene:SMU_921	2020	3354	2335	842	1125	1017
gene:SMU_922	12334	19874	13343	7625	6200	6599
gene:SMU_923	13238	21807	12017	7100	5704	7132
gene:SMU_924	36240	31906	35533	35260	25985	11544
gene:SMU_925	18786	14843	15918	10203	7330	5372
gene:SMU_926	12971	13107	8928	8295	8043	5368
gene:SMU_927	10667	11442	7576	6077	4690	3732
gene:SMU_928	17779	21006	12965	8715	6100	5992
gene:SMU_929c	28792	42589	25813	13912	17440	8466
gene:SMU_92c	355	834	250	265	275	391
gene:SMU_930c	822	866	1085	723	886	1203
gene:SMU_932	873	764	1992	822	964	492
gene:SMU_933	679	652	1642	674	486	272
gene:SMU_934	676	650	1616	584	295	228
gene:SMU_935	410	450	1228	304	195	171
gene:SMU_936	481	673	1349	437	304	252
gene:SMU_937	4348	7558	4607	3086	3231	4099
gene:SMU_938	3683	6133	3678	2619	2070	2303
gene:SMU_939	5658	6100	4209	2776	1715	2298
gene:SMU_93c	246	580	190	227	246	287
gene:SMU_940c	36314	25441	26638	17343	7334	5328
gene:SMU_941c	27489	19478	24112	15165	8120	4246
gene:SMU_942	3858	9475	4713	1975	882	946
gene:SMU_943c	3861	8022	4643	1906	1107	818
gene:SMU_944	3876	5474	5328	2974	1648	1071
gene:SMU_946	1771	2369	1868	1391	589	611
gene:SMU_947	14789	19666	15106	6782	4766	4817
gene:SMU_948	4150	5339	3523	837	883	1259
gene:SMU_949	36423	50219	34211	19501	14240	15435
gene:SMU_94c	298	639	148	131	124	207
gene:SMU_950	15433	22046	15382	9162	6600	6953
gene:SMU_951	6794	9821	6838	3884	2783	2427
gene:SMU_952	4888	6744	4580	2734	1848	2137
gene:SMU_953c	7850	4988	5903	2765	2128	1813
gene:SMU_954	5325	5699	3864	2074	1564	874
gene:SMU_955	4423	2701	2782	1655	1233	641
gene:SMU_956	233755	54902	254465	277017	240043	120480
gene:SMU_957	6720	17680	7666	10192	9314	6333
gene:SMU_958	0	0	0	0	0	0
gene:SMU_959c	0	0	0	0	0	0
gene:SMU_96	19092	25769	14754	12941	22593	22213
gene:SMU_960	3240	7667	3353	4552	4584	4077
gene:SMU_961	1371	1557	1370	1176	1123	556
gene:SMU_962	2599	2908	2813	2059	1401	794
gene:SMU_963c	21763	15274	19993	23263	20429	22711
gene:SMU_965	13429	11512	12605	11232	9427	6548
gene:SMU_966	11755	10771	10613	9143	9093	8143
gene:SMU_967	13604	13195	11537	8914	5572	5607
gene:SMU_968	5773	6339	4722	5290	4830	5051
gene:SMU_969	8867	10431	7040	6702	4657	5803
gene:SMU_97	32489	53278	27803	20284	12613	12281
gene:SMU_970	3763	4905	2745	1777	1248	1791
gene:SMU_971	5199	7149	3984	2999	2210	2639
gene:SMU_972	4209	5063	3611	3183	1986	1773
gene:SMU_973	7527	8180	6596	5750	3957	3591
gene:SMU_974	5535	6220	4575	3168	2892	3280
gene:SMU_975	3816	4250	3154	2413	1745	2055
gene:SMU_976	4537	6041	3499	2241	1583	2040
gene:SMU_977	2676	3939	2016	1580	1093	1323
gene:SMU_980	2644	2248	2031	2989	3028	3671
gene:SMU_981	802	519	635	821	989	1393
gene:SMU_982	450	299	379	315	334	507
gene:SMU_983	2744	3435	2251	1124	1166	1462
gene:SMU_984	3352	5850	3762	7639	18836	22664
gene:SMU_985	10388	13469	9487	10097	12638	14259
gene:SMU_986c	1318	1998	1284	435	608	783
gene:SMU_987	81925	87845	100888	182546	247627	311616
gene:SMU_988	9912	17657	8883	8255	6752	8339
gene:SMU_989	22295	27399	21230	18156	14553	12901
gene:SMU_99	143862	152808	163095	226632	207830	271673
gene:SMU_990	19990	24153	16161	13855	9930	11451
gene:SMU_991	23004	21133	23660	19158	34080	29085
gene:SMU_992	5959	7086	5275	5136	4192	4693
gene:SMU_993	7159	9630	5924	5960	4463	6015
gene:SMU_994	4589	6398	4087	4812	3440	3698
gene:SMU_995	6859	11874	7116	4160	4127	6506
gene:SMU_996	6839	11244	6624	4012	3790	6500
gene:SMU_997	6822	11610	6294	4015	3389	5293
gene:SMU_998	8051	13307	7315	5025	5351	8007
gene:SMU_999	551	699	452	185	256	674
gene:SMU_r01	0	0	0	0	0	0
gene:SMU_r02	0	0	0	0	0	0
gene:SMU_r03	0	0	0	0	0	0
gene:SMU_r04	0	0	0	0	0	0
gene:SMU_r05	0	0	0	0	0	0
